index,id,url,#reviewers,#messages,#inline_comments,#unsolved_inline_comments,len_messages,churn,#revisions,#files,duration,len_description,subject categories,subject keywords,description categories,description keywords,subject,description
286993,qt3dstudio%2Fqt3d-runtime~2.0~I5cee4ee24a670faf0245d9fda4ad2a7a66734851,https://codereview.qt-project.org/229623,2,4,0,0,956,147,2,7,42.1891666666667,330,refactoring/,refactor|,refactoring/,refactor|,Refactor handleSlideChange in the scene manager,"Refactor handleSlideChange in the scene manager  Move the relevant code to the slide player, as the implementation details belongs there. Also, updating the properties are now done in-place and without extra heap alloctions, which should make the code more performant as well.  Change-Id: I5cee4ee24a670faf0245d9fda4ad2a7a66734851"
287092,qt3dstudio%2Fqt3dstudio~2.0~Ida11b6b48c0809f7a80c361e8f9dd811ca3f5d0f,https://codereview.qt-project.org/229441,5,9,2,0,669,155,3,7,23.8897222222222,249,refactoring/,refactor|,refactoring/,refactor|,Refactor row moving,"Refactor row moving  Use RearrangeRows instead of just moving a row based on index. This way we don't need to deal with row indexes at all, reducing risks related to calculating them incorrectly.  Change-Id: Ida11b6b48c0809f7a80c361e8f9dd811ca3f5d0f"
287094,qt-creator%2Fqt-creator~master~I43d7cce859cbc14da77272685a6f8d2350b41bb7,https://codereview.qt-project.org/213004,6,48,3,0,2329,207,18,1,4027.91277777778,100,refactoring/,refactor|,refactoring/,refactor|,Refactor the highlight scrollbar painting,WIP: Refactor the highlight scrollbar painting  Change-Id: I43d7cce859cbc14da77272685a6f8d2350b41bb7
287185,qt%2Fqtbase~5.11~Ib48364abee9f464c96c6fffd152e474b39e1f293,https://codereview.qt-project.org/229116,3,8,0,0,2852,70,2,1,48.9394444444445,762,refactoring/,refactor|,refactoring/,refactor|,ucstrncmp: refactor with 32- and 8-byte loads,"ucstrncmp: refactor with 32- and 8-byte loads  First of all, this removes the UB that used to try and calculate the distance between the two strings. That's a valid technique in assembly, but dangerous in C++ and totally unnecessary. The compiler is perfectly able to generate loops with a single induction variable all on its own.  Second, this commit makes the main loop use 32-byte comparisons (16 characters at a time), which is a reasonable size for strings. We use AVX2 if that's available, or an unrolled pair of 16-byte loads otherwise. After the existing 16-byte comparison, this commit inserts an 8-byte (4-character) comparison and then reduces the final, unrolled comparison to just 3 characters.  Change-Id: Ib48364abee9f464c96c6fffd152e474b39e1f293"
287285,qt%2Fqtdeclarative~dev~I8cc497c54b0d044bd3c68a5a1b774eea8b2740ef,https://codereview.qt-project.org/229234,3,8,2,0,1220,51,3,9,8.07444444444444,286,refactoring/,refactor|,refactoring/,refactor|,Refactor InteratorNext instruction,"Refactor InteratorNext instruction  The instruction now writes the value into a stack slot, and returns the done state in the accumulator. This should make it easier to implement the IteratorClose functionality required by the spec.  Change-Id: I8cc497c54b0d044bd3c68a5a1b774eea8b2740ef"
287810,pyside%2Fpyside-setup~5.9~I2e9a8cd80df93a77f3c6c9f8593243b35eeeb56e,https://codereview.qt-project.org/228369,5,15,6,0,833,87,6,2,75.4758333333333,397,refactoring/,refactor|,refactoring/,refactor|,QtXmlToSphinx: Refactor link handling,"WIP: QtXmlToSphinx: Refactor link handling  Add enumerations and flags to the QtXmlToSphinx::LinkContext structure, replacing the strings. Move the formatting to QtXmlToSphinx::handleLinkEnd() for clarity. Add the 'External' type for external pages.  TODO: handle bold/italic..but presumably did not work before either.  Task-number: PYSIDE-363 Change-Id: I2e9a8cd80df93a77f3c6c9f8593243b35eeeb56e"
288055,qt-creator%2Fqt-creator~master~I3f3337be1049b1c35bfa783c5840fd49d1952806,https://codereview.qt-project.org/225980,4,13,2,0,344,82,6,5,505.033333333333,92,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner: Refactor adding resources,QmlDesigner: Refactor adding resources  Change-Id: I3f3337be1049b1c35bfa783c5840fd49d1952806
288103,qt%2Fqtdeclarative~dev~Idf3d3c12cf348a2c3da01989c26c8529ceb36c12,https://codereview.qt-project.org/224711,3,45,1,0,76137,404,20,6,846.682222222222,121,refactoring/,refactor|,refactoring/,refactor|,Refactor variable resolving,WIP: refactor variable resolving  Prepare things for block scoping.  Change-Id: Idf3d3c12cf348a2c3da01989c26c8529ceb36c12
288171,pyside%2Fpyside-setup~5.9~I45eb33ed60deed82912262a99551436c538eee22,https://codereview.qt-project.org/227936,6,8,0,0,957,44,3,2,48.0322222222222,195,refactoring/,refactor|,refactoring/,refactor|,QtXmlToSphinx: Refactor label handling,QtXmlToSphinx: Refactor label handling  Add utility functions to remove invalid characters and a helper for streaming  Task-number: PYSIDE-363 Change-Id: I45eb33ed60deed82912262a99551436c538eee22
289752,qt-apps%2Fneptune3-ui~5.11~I99dea8538c2e41f49b7e9a3503c2a1aaf5b3b8bd,https://codereview.qt-project.org/225804,3,5,0,0,172,19,2,1,22.5675,328,refactoring/,refactor|,refactoring/,refactor|,[sysui] Refactor ApplicationWidget.widgetState code in WidgetGrid,[sysui] Refactor ApplicationWidget.widgetState code in WidgetGrid  * Make it declarative * Don't touch windowState in WidgetGrid as it's the responsibility of a   binding inside ApplicationWidget to do so and its value is derived   from widgetState.Shouldn't be set directly  Change-Id: I99dea8538c2e41f49b7e9a3503c2a1aaf5b3b8bd
289878,qt%2Fqtquickcontrols2~dev~I45c28d6902ae3cdf36f25dae60272dbc47a04f16,https://codereview.qt-project.org/225716,3,9,2,0,31819,140,2,3,19.105,242,refactoring/,refactor|,refactoring/,refactor|,QQuickMenuBar: refactor content size calculation,"QQuickMenuBar: refactor content size calculation  Align with the other containers to make it easier to eventually promote contentWidth and contentHeight to the base class, QQuickContainer.  Change-Id: I45c28d6902ae3cdf36f25dae60272dbc47a04f16"
290442,qt-apps%2Fneptune3-ui~5.10~I3732f4f35467a1a5e2f88d8a80e623e1031d69ad,https://codereview.qt-project.org/224821,3,8,0,0,307,889,3,58,119.546111111111,303,refactoring/,refactor|,refactoring/,refactor|,[mapapp] Refactor the application,"[mapapp] Refactor the application  - rename to map application instead, since we dropped HERE map completely   there is no need to use qtlocation map anymore to avoid any confusion. - clean-up left logics from the MapView and move them to the store.  Change-Id: I3732f4f35467a1a5e2f88d8a80e623e1031d69ad"
290958,qt%2Fqtbase~dev~I0105523afd95995923bd20fc963d245bbb15d34d,https://codereview.qt-project.org/339222,9,32,15,2,7759,175,5,3,483.053888888889,684,refactoring/,refactor|,refactoring/,refactor|,Refactor qt_internal_add_plugin() and qt6_add_plugin(),Refactor qt_internal_add_plugin() and qt6_add_plugin()  Remove code duplication by calling qt6_add_plugin() from qt_internal_add_plugin().  Separate out the public and internal arguments for the variables defined in QtBuild.cmake for these functions. This allows other Qt repos to access the appropriate set of keywords where they define commands that forward on to *_add_plugin() in their implementations. Retain the old variables for now to simplify the integration steps for updating other repos. The old variables can be removed once there are no more references left to them in any repo.  Task-number: QTBUG-88763 Pick-to: 6.1 Change-Id: I0105523afd95995923bd20fc963d245bbb15d34d
290990,qt%2Fqtmultimedia~wip%2Fqt6~Ie6fe901f35989c5076eedaea4edf3b8c4d3f35f4,https://codereview.qt-project.org/339897,3,9,4,0,608,534,4,8,419.22,469,refactoring/,refactor|,refactoring/,refactor|,Further refactor the video sink implementation on macOS/iOS.,"Further refactor the video sink implementation on macOS/iOS.  Make sure we can deliver both SW buffers, textures and render onto native surfaces.  As we need different implementations for the player and capture pipelines, AVFVideoSink is now acting as a proxy to the class doing the actual rendering.  Fold the windowed mode handling into the AVFVideoRenderer class and use it when rendering windowed or fullscreen.  Change-Id: Ie6fe901f35989c5076eedaea4edf3b8c4d3f35f4"
291152,qt-apps%2Fneptune3-ui~5.10~I350d66179e6fe1281f075c91d4548af02f38a177,https://codereview.qt-project.org/224315,2,15,8,0,661,692,6,23,111.415277777778,139,refactoring/,refactor|,refactoring/,refactor|,[mapapp] Refactor the application to use the new architecture,[mapapp] Refactor the application to use the new architecture  Task-number: QTAUTO-883 Change-Id: I350d66179e6fe1281f075c91d4548af02f38a177
291192,qt-apps%2Fneptune3-ui~5.10~Id4e085e795d4fa5e06d790000b225a81111af014,https://codereview.qt-project.org/224407,3,10,0,0,287,52,5,2,71.6666666666667,244,refactoring/,refactor|,refactoring/,refactor|,[sysui] Refactor NeptunePopup animations,[sysui] Refactor NeptunePopup animations  Get rid of openLeft() and redundant or repeated animation code. Also replaced the affected Style.*span() code with the NeptuneStyle.dp() equivalent.  Change-Id: Id4e085e795d4fa5e06d790000b225a81111af014
291267,qt%2Fqtlocation~5.11~I33ef572cb85ebbb446ee9ff0a1359abbe55c3dfa,https://codereview.qt-project.org/224313,4,9,2,0,579,257,3,2,22.065,200,refactoring/,refactor|,refactoring/,refactor|,Refactor input handling code,"Refactor input handling code  Fix coding style in map gesture area, and move all input handling code in the same section in qdeclarativegeomap.cpp  Change-Id: I33ef572cb85ebbb446ee9ff0a1359abbe55c3dfa"
291332,qt%2Fqtbase~5.11~I915906b5dbfbfbfc8c7f5c3224fc0ed98562bb9f,https://codereview.qt-project.org/223618,7,13,1,0,12290,91,3,2,144.036388888889,252,refactoring/,refactor|,refactoring/,refactor|,QMacStyle: Refactor button sizing,"QMacStyle: Refactor button sizing  We prepare for a better world without HITheme.  Sadly, we can't guarantee Cocoa will be good enough as a replacement. So, expect more hardcoded values and margins.  Change-Id: I915906b5dbfbfbfc8c7f5c3224fc0ed98562bb9f"
291397,qt%2Fqt5~5.11~I18e5f8f5d92cff5af2335cc5ac4cf571d27224ac,https://codereview.qt-project.org/222373,9,47,19,0,8843,96,8,1,359.610833333333,91,refactoring/,refactor|,refactoring/,refactor|,Provisioning: refactor squish install,Provisioning: refactor squish install  Change-Id: I18e5f8f5d92cff5af2335cc5ac4cf571d27224ac
291550,qt-apps%2Fneptune3-ui~5.10~I26c7112929a922172b042e9fe989e90c408381ab,https://codereview.qt-project.org/223456,4,28,26,0,866,53,8,11,99.4005555555556,114,refactoring/,refactor|,refactoring/,refactor|,[appstore] Refactor the architecture,[appstore] Refactor the architecture  Task-number: QTAUTO-885 Change-Id: I26c7112929a922172b042e9fe989e90c408381ab
291585,qt-apps%2Fneptune3-ui~5.10~I7c5eb580db71771862318c1a71a42299393719ff,https://codereview.qt-project.org/223714,3,7,0,0,340,7,3,1,23.4391666666667,678,refactoring/,refactor|,refactoring/,refactor|,[sysui] Refactor WidgetGrid._hideAllHandles,"[sysui] Refactor WidgetGrid._hideAllHandles  You should avoid naming a property like a function (eg: ""do this""). Properties should tell a state.  An ApplicationWidget should not be ""giving orders"" to WidgetGrid. Having them telling WidgetGrid about their state instead is all you need.  Now this line is self-explanatory:  """""" opacity: root._widgetIsBeingDragged || root.applicationModel.activeAppInfo ? 0 : 1 """"""  You know that opacity goes to zero then a widget is being dragged or when some application is active (and so maximized).  Before it would be telling that opacity goes to zero when ""all handles should be zero"".  Change-Id: I7c5eb580db71771862318c1a71a42299393719ff"
292099,qt%2Fqtquickcontrols2~dev~I18dea9fddf8f079e0140b51b567814da0df2802c,https://codereview.qt-project.org/222920,3,20,0,0,2063,202,8,9,20.2888888888889,87,refactoring/,refactor|,refactoring/,refactor|,Refactor QQuickStyleSelector,WIP: Refactor QQuickStyleSelector  Change-Id: I18dea9fddf8f079e0140b51b567814da0df2802c
292286,qt-creator%2Fqt-creator~4.6~Id848b608e256b95e9704d61d1926d05625106ecc,https://codereview.qt-project.org/222715,3,10,1,0,464,7,4,1,0.827222222222222,93,refactoring/,refactor|,refactoring/,refactor|,ProjectTree: Refactor editCurrentItem(),ProjectTree: Refactor editCurrentItem()  Change-Id: Id848b608e256b95e9704d61d1926d05625106ecc
292414,qt%2Fqtdeclarative~5.11~Id24526714ec9716a0126e8288e5e8974074ebc9e,https://codereview.qt-project.org/209355,11,54,14,0,42026,148,12,2,3233.04638888889,195,refactoring/,refactor|,refactoring/,refactor|,tests: refactor and un-blacklist tst_QQuickMouseArea::pressedMultipleButtons,tests: refactor tst_QQuickMouseArea::pressedMultipleButtons  ... to not rely on internal details of QGuiApplication.  Task-number: QTBUG-63786 Change-Id: Id24526714ec9716a0126e8288e5e8974074ebc9e
292431,qt-creator%2Fqt-creator~master~I8f7f5d0e0dfd3ff753e0dbc56be9ff298fbb75e2,https://codereview.qt-project.org/222467,3,3,0,0,96,19,2,1,1.41527777777778,132,refactoring/,refactor|,refactoring/,refactor|,QbsProjectManager: Refactor updateApplicationTargets(),QbsProjectManager: Refactor updateApplicationTargets()  No functional changes.  Change-Id: I8f7f5d0e0dfd3ff753e0dbc56be9ff298fbb75e2
292611,qt-apps%2Fneptune3-ui~5.10~I882c44a7d0f8a3cd1f6a8557c56af7403d3bac63,https://codereview.qt-project.org/222091,5,4,0,0,116,206,2,4,0.246388888888889,192,refactoring/,refactor|,refactoring/,refactor|,[sysui] refactor our Sliders,"[sysui] refactor our Sliders  - make a common style for our Temperature and Volume sliders - simplify the ""muted"" logic in volume handling  Change-Id: I882c44a7d0f8a3cd1f6a8557c56af7403d3bac63"
292808,pyside%2Fpyside-setup~5.9~Ifc10a7e8b5df4df80ee23135e32aea34ed72d295,https://codereview.qt-project.org/221680,5,4,0,0,855,20,2,2,2.1375,188,refactoring/,refactor|,refactoring/,refactor|,Type system parser: Refactor convertBoolean(),Type system parser: Refactor convertBoolean()  Turn it into a static helper and use QString::compare() to avoid the call to toLower().  Change-Id: Ifc10a7e8b5df4df80ee23135e32aea34ed72d295
293053,pyside%2Fpyside-setup~5.9~I32b036045ea335b805fba79df327cc42d787f18c,https://codereview.qt-project.org/221293,5,6,0,0,660,127,2,5,1.55055555555556,535,refactoring/,refactor|,refactoring/,refactor|,shiboken: Refactor finding of enumerations,"shiboken: Refactor finding of enumerations  - Add helper AbstractMetaEnum::findEnumValue() which   finds unqualified as well as qualified enum values. - Remove unused function bstractMetaClass::findEnumForValue(QString). - Remove 2nd parameter from   AbstractMetaClass::findEnumValue(QString, AbstractMetaEnum *).   The comment claimed that it is excluded from the search, but the   condition was the reverse. Just removing it apparently does not do   harm.  Task-number: PYSIDE-487 Change-Id: I32b036045ea335b805fba79df327cc42d787f18c"
